MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Alley,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,YrSoldFac,SalePrice
60,RL,80,9428,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310,Gd,TA,PConc,729,0,226,955,GasA,Ex,Y,SBrkr,955,919,0,1874,1,0,2,1,3,1,Gd,8,Typ,1,2007,3,880,Y,168,108,0,0,0,0,0,2,2008,New,Partial,None,Gd,TA,Av,GLQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2008,
20,RL,87,10037,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,260,Gd,TA,PConc,666,0,794,1460,GasA,Ex,Y,SBrkr,1460,0,0,1460,0,0,2,0,3,1,Gd,6,Typ,1,2006,2,480,Y,0,20,0,0,0,0,0,8,2008,WD,Normal,None,Ex,TA,No,GLQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2008,
20,FV,72,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,24,0,1339,1363,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,Gd,6,Typ,0,2008,2,588,Y,192,113,0,0,0,0,0,7,2008,New,Partial,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
20,FV,85,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292,Gd,TA,PConc,0,0,1660,1660,GasA,Ex,Y,SBrkr,1660,0,0,1660,0,0,2,0,3,1,Gd,7,Typ,1,2007,3,660,Y,133,120,0,0,0,0,0,6,2008,WD,Normal,None,Gd,TA,Av,Unf,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2008,
20,FV,62,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210,Gd,TA,PConc,902,0,316,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,1,0,2,0,2,1,Gd,6,Typ,0,2008,2,462,Y,168,168,0,0,0,0,0,4,2008,New,Partial,Pave,Gd,TA,No,GLQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,
60,RL,68,10110,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,80,555,200,835,GasA,Ex,Y,SBrkr,835,861,0,1696,1,0,2,1,3,1,Gd,7,Typ,0,2003,2,542,Y,143,66,0,0,0,0,0,7,2008,WD,Normal,None,Gd,TA,Mn,GLQ,ALQ,None,Attchd,RFn,TA,TA,None,None,None,2008,
60,RL,67,12774,Pave,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,Gd,TA,PConc,0,0,835,835,GasA,Ex,Y,SBrkr,835,828,0,1663,0,0,2,1,3,1,Gd,8,Typ,0,2003,2,478,Y,168,68,0,0,0,0,0,7,2008,WD,Normal,None,Gd,TA,Av,Unf,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
20,RL,63,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,126,TA,TA,PConc,80,0,1095,1175,GasA,Ex,Y,SBrkr,1175,0,0,1175,1,0,1,0,3,1,Gd,6,Typ,0,0,0,0,Y,0,90,0,0,0,0,0,6,2008,WD,Normal,None,Gd,Gd,No,GLQ,Unf,None,None,None,None,None,None,None,None,2008,
20,RL,81,9260,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,1162,1162,GasA,Ex,Y,SBrkr,1162,0,0,1162,0,0,2,0,3,1,Gd,6,Typ,0,2007,2,483,Y,0,32,0,0,0,0,0,3,2008,WD,Normal,None,Gd,TA,Mn,Unf,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,
60,RL,65,8453,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,38,Gd,TA,PConc,362,0,392,754,GasA,Ex,Y,SBrkr,754,855,0,1609,0,0,2,1,3,1,Gd,6,Typ,0,1995,2,525,Y,0,70,0,0,0,0,0,4,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
60,RL,50,8480,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,Gd,TA,PConc,602,0,284,886,GasA,Ex,Y,SBrkr,886,794,0,1680,0,1,2,1,3,1,Gd,7,Typ,0,1993,2,474,Y,144,96,0,0,0,0,0,10,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
60,RL,43,14565,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145,Gd,TA,PConc,537,0,295,832,GasA,Ex,Y,SBrkr,832,825,0,1657,0,0,2,1,3,1,Gd,6,Typ,0,1994,2,483,Y,144,74,0,0,0,0,2000,11,2008,WD,Normal,None,Gd,TA,Av,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,Shed,2008,
60,RL,65,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,472,0,355,827,GasA,Ex,Y,SBrkr,827,850,0,1677,1,0,2,1,3,1,Gd,7,Typ,0,2001,2,627,Y,0,68,0,0,0,0,0,9,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
60,RL,75,8285,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,397,0,439,836,GasA,Gd,Y,SBrkr,844,893,0,1737,0,1,2,1,3,1,Gd,7,Typ,0,1992,2,506,Y,192,85,0,0,0,0,0,5,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,
20,RL,70,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,53,799,132,984,GasA,TA,Y,SBrkr,984,0,0,984,1,0,1,0,3,1,TA,5,Typ,1,1963,1,384,Y,145,56,0,0,0,0,400,8,2008,WD,Normal,None,TA,Gd,No,BLQ,ALQ,TA,Attchd,RFn,TA,TA,None,MnPrv,Shed,2008,
20,RL,75,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,764,0,100,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Gd,5,Typ,1,1962,1,420,Y,132,0,0,0,0,0,0,7,2008,WD,Normal,None,TA,TA,No,ALQ,Unf,TA,Detchd,Unf,TA,TA,None,None,None,2008,
190,RL,65,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,890,0,0,890,GasA,Gd,N,SBrkr,890,0,0,890,1,0,1,0,3,1,TA,5,Typ,0,1970,1,308,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,None,TA,Fa,Mn,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
20,RL,60,6360,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,CBlock,489,0,375,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1963,1,276,Y,0,0,0,0,0,0,650,1,2008,COD,Abnorml,None,Gd,Gd,No,ALQ,Unf,None,Attchd,Unf,TA,TA,None,None,Shed,2008,
20,RL,95,19508,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144,TA,TA,CBlock,800,0,630,1430,GasA,TA,Y,SBrkr,1430,0,0,1430,0,1,2,0,3,1,TA,6,Typ,2,1974,2,484,Y,117,108,165,0,0,0,0,7,2008,WD,Normal,None,TA,TA,Av,ALQ,Unf,TA,Attchd,Unf,TA,TA,None,None,None,2008,
50,RL,70,10759,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,190,811,0,1001,GasA,TA,Y,SBrkr,1001,640,0,1641,0,0,2,0,4,1,TA,5,Typ,1,1972,2,490,Y,0,0,92,0,0,0,0,7,2008,WD,Normal,None,Gd,TA,No,LwQ,ALQ,Gd,Detchd,Unf,TA,TA,None,GdPrv,None,2008,
60,RL,96,9205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304,Gd,TA,PConc,704,0,226,930,GasA,Ex,Y,SBrkr,1364,1319,0,2683,1,0,2,1,4,1,Gd,9,Typ,2,1990,2,473,Y,237,251,0,0,196,0,0,6,2008,WD,Normal,None,Gd,TA,No,ALQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2008,
60,RL,105,11025,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568,Gd,TA,PConc,520,0,1328,1848,GasA,Ex,Y,SBrkr,1827,959,0,2786,1,0,2,1,4,1,Gd,10,Typ,1,1993,2,636,Y,294,49,0,0,0,0,0,6,2008,WD,Normal,None,Gd,TA,Gd,BLQ,Unf,Ex,Attchd,Fin,TA,TA,None,None,None,2008,
120,FV,37,3435,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,24,0,1211,1235,GasA,Ex,Y,SBrkr,1245,0,0,1245,0,0,2,0,1,1,Gd,5,Typ,0,2004,2,495,Y,0,100,0,0,0,0,0,6,2008,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
160,FV,30,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,390,0,210,600,GasA,Ex,Y,SBrkr,600,600,0,1200,1,0,2,1,2,1,Gd,5,Typ,0,2005,2,480,Y,0,166,0,0,0,0,0,5,2008,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,RFn,TA,TA,None,None,None,2008,
160,FV,30,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,2007,2,540,Y,0,102,0,0,0,0,0,3,2008,WD,Abnorml,Pave,Gd,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
160,FV,24,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,Stone,216,TA,TA,PConc,550,0,194,744,GasA,Gd,Y,SBrkr,757,792,0,1549,1,0,2,1,3,1,TA,6,Typ,0,1999,2,440,Y,0,32,0,0,0,0,0,4,2008,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
120,FV,41,4765,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260,Gd,TA,PConc,1027,0,587,1614,GasA,Ex,Y,SBrkr,1638,0,0,1638,1,0,2,0,2,1,Ex,5,Typ,1,2000,2,495,Y,230,68,0,0,0,0,0,7,2008,WD,Normal,None,Gd,TA,Av,GLQ,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2008,
120,FV,32,4538,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179,Gd,TA,PConc,1004,0,306,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,1,0,1,1,1,1,Gd,5,Typ,1,2001,2,545,Y,277,45,0,0,0,0,0,7,2008,WD,Normal,None,Ex,TA,Av,GLQ,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2008,
120,FV,42,4385,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,964,0,455,1419,GasA,Ex,Y,SBrkr,1419,0,0,1419,1,0,1,1,2,1,Ex,5,Typ,1,2001,2,588,Y,155,58,0,0,0,0,0,9,2008,WD,Normal,None,Ex,TA,Av,GLQ,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2008,
120,FV,35,4109,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,Gd,TA,PConc,1141,0,416,1557,GasA,Ex,Y,SBrkr,1557,0,0,1557,1,0,2,0,2,1,Ex,5,Typ,1,1999,2,484,Y,124,113,0,0,0,0,0,6,2008,WD,Normal,None,Gd,TA,Av,GLQ,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2008,
160,FV,24,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Gd,TA,PConc,600,0,72,672,GasA,Ex,Y,SBrkr,684,720,0,1404,1,0,2,1,3,1,Gd,5,Typ,0,1999,2,462,Y,20,0,0,0,0,0,0,6,2008,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
60,FV,79,10646,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,TA,TA,PConc,681,0,177,858,GasA,Ex,Y,SBrkr,872,917,0,1789,1,0,2,1,3,1,TA,7,Typ,1,2001,2,546,Y,0,0,0,0,0,0,0,6,2008,WD,Normal,None,TA,TA,No,GLQ,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2008,
160,FV,24,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,466,Gd,TA,PConc,612,0,348,960,GasA,Ex,Y,SBrkr,962,624,0,1586,1,0,2,1,3,1,Gd,7,Typ,0,1999,2,480,Y,169,0,0,0,0,0,0,12,2008,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
160,FV,24,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,813,0,147,960,GasA,Ex,Y,SBrkr,962,645,0,1607,1,0,2,1,3,1,Gd,7,Typ,0,2000,2,480,Y,169,0,0,0,0,0,0,12,2008,ConLD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
160,FV,36,3951,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0,Ex,TA,PConc,128,842,0,970,GasA,Ex,Y,SBrkr,1469,924,0,2393,1,0,2,1,2,1,Ex,7,Typ,1,1998,2,846,Y,0,90,0,0,94,0,0,2,2008,WD,Normal,Pave,Gd,TA,Mn,BLQ,GLQ,TA,Attchd,Fin,TA,TA,None,None,None,2008,
120,RL,22,11064,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,560,670,0,1230,GasA,Ex,Y,SBrkr,1239,0,0,1239,1,0,1,1,1,1,Gd,4,Typ,1,1995,2,477,Y,172,24,0,0,0,0,0,8,2008,WD,Normal,None,Gd,TA,Gd,LwQ,GLQ,Fa,Attchd,Fin,TA,TA,None,None,None,2008,
60,RL,59,24572,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050,Gd,Gd,CBlock,410,0,584,994,GasA,TA,Y,SBrkr,1599,1345,0,2944,0,0,2,2,3,1,Gd,9,Typ,1,1977,3,864,Y,140,70,16,0,0,0,0,6,2008,WD,Family,None,Gd,TA,No,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2008,
20,RL,103,16280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Ex,Ex,CBlock,1044,382,0,1426,GasA,Ex,Y,SBrkr,1671,0,0,1671,1,0,3,0,3,1,Ex,6,Typ,1,1976,2,550,Y,280,90,0,0,0,0,0,5,2008,WD,Normal,None,Gd,None,Mn,GLQ,Rec,Gd,Attchd,RFn,TA,TA,None,GdWo,None,2008,
60,FV,75,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,952,952,GasA,Ex,Y,SBrkr,952,860,0,1812,0,0,2,1,3,1,TA,7,Typ,1,2002,2,469,Y,144,112,0,0,0,0,0,4,2008,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2008,
80,RL,88,11104,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,828,0,599,1427,GasA,Gd,Y,SBrkr,1427,0,0,1427,0,1,2,0,4,1,TA,7,Typ,0,1969,2,516,Y,0,0,0,0,216,0,0,5,2008,WD,Normal,None,TA,TA,Av,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
20,RL,85,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,301,0,1439,1740,GasA,Fa,Y,SBrkr,1740,0,0,1740,0,0,1,1,4,1,TA,8,Typ,1,1968,2,512,Y,25,0,0,0,192,0,0,10,2008,WD,Family,None,TA,TA,No,Rec,Unf,TA,Attchd,RFn,TA,TA,None,GdWo,None,2008,
20,RL,46,15387,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,603,294,723,1620,GasA,Ex,Y,SBrkr,1620,0,0,1620,0,0,2,0,4,1,Gd,8,Typ,1,1967,2,578,Y,0,62,192,0,0,0,450,8,2008,WD,Normal,None,TA,TA,No,ALQ,BLQ,Gd,Attchd,Unf,TA,TA,None,None,Shed,2008,
90,RL,75,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,Duplex,1Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,0,0,1625,1625,GasA,Ex,Y,SBrkr,1625,0,0,1625,0,0,2,0,4,2,TA,8,Typ,0,1965,2,484,Y,0,0,0,0,0,0,0,8,2008,ConLD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
60,RL,73,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,732,0,0,732,GasA,Ex,Y,SBrkr,732,732,0,1464,0,0,1,1,4,1,TA,7,Typ,0,1968,2,470,Y,0,40,0,0,0,0,0,6,2008,WD,Normal,None,TA,TA,No,LwQ,Unf,None,Attchd,Unf,TA,TA,None,None,None,2008,
20,RL,65,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,260,456,196,912,GasA,Ex,Y,SBrkr,925,0,0,925,1,0,1,0,3,1,TA,5,Typ,0,1978,2,576,Y,233,0,0,0,0,0,0,7,2008,WD,Normal,None,TA,TA,No,ALQ,Rec,None,Detchd,Unf,TA,TA,None,None,None,2008,
90,RL,72,11072,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,0,0,1728,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,TA,10,Typ,0,1987,2,576,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,
60,RL,85,13355,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,583,0,242,825,GasA,TA,Y,SBrkr,845,825,0,1670,0,0,1,1,4,1,TA,7,Typ,0,1971,2,464,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,None,Gd,Gd,No,ALQ,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,
20,RL,74,7785,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,0,0,0,0,GasA,TA,Y,SBrkr,1014,0,0,1014,0,0,1,0,2,1,TA,6,Typ,0,1956,1,267,Y,0,0,40,0,200,0,0,3,2008,WD,Normal,None,None,None,None,None,None,None,Attchd,RFn,TA,TA,None,GdWo,None,2008,
20,RL,90,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,0,0,1114,1114,GasA,TA,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,TA,5,Typ,0,1961,2,451,Y,0,0,0,0,164,0,0,5,2008,COD,Abnorml,None,TA,TA,No,Unf,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,
20,RL,70,11332,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,528,0,590,1118,GasA,Ex,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,Gd,6,Typ,0,1960,1,264,Y,290,0,0,0,0,0,0,8,2008,WD,Normal,None,TA,TA,No,BLQ,Unf,None,Attchd,RFn,TA,TA,None,MnPrv,None,2008,
70,RL,50,4882,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,120,0,228,348,GasA,TA,Y,SBrkr,453,453,0,906,0,0,1,0,2,1,TA,5,Typ,0,1937,1,231,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,None,TA,TA,No,Rec,Unf,None,Basment,Unf,Fa,TA,None,None,None,2008,
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203,Fa,Fa,CBlock,658,0,638,1296,GasA,TA,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,6,Typ,0,1960,2,450,Y,0,22,0,0,0,0,0,2,2008,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,RFn,TA,TA,None,MnPrv,None,2008,
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,32,308,232,572,GasA,Gd,Y,SBrkr,1337,0,0,1337,1,0,1,0,3,1,Gd,7,Typ,1,1950,1,264,Y,0,192,0,0,0,0,0,9,2008,WD,Normal,None,TA,TA,No,BLQ,Rec,Gd,Attchd,RFn,TA,TA,None,None,None,2008,
